player,match,opponent_move,response,probability
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,net shot,rush,0.022
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,net shot,smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,net shot,wrist smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,back-court drive,0.2
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,clear,0.4
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,cross-court net shot,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,defensive return drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,defensive return lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,drop,0.1
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,net shot,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,push,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,return net,0.1
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,rush,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,smash,0.1
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,push,wrist smash,0.1
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,back-court drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,clear,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,cross-court net shot,0.167
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,defensive return drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,defensive return lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,drop,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,lob,0.1
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,net shot,0.267
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,push,0.4
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,return net,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,rush,0.033
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,smash,0.033
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,return net,wrist smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,back-court drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,clear,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,cross-court net shot,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,defensive return drive,1.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,defensive return lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,drop,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,net shot,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,push,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,return net,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,rush,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,rush,wrist smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,back-court drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,clear,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,cross-court net shot,0.289
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,defensive return drive,0.053
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,defensive return lob,0.105
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,drive,0.026
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,drop,0.026
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,net shot,0.026
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,push,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,return net,0.474
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,rush,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,smash,wrist smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,back-court drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,clear,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,cross-court net shot,0.833
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,defensive return drive,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,defensive return lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,drive,0.167
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,drop,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,lob,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,net shot,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,push,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,return net,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,rush,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,smash,0.0
Ratchanok INTANON,An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,cross-court net shot,0.286
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,drive,0.143
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,return net,0.429
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,back-court drive,wrist smash,0.143
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,clear,0.444
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,drop,0.111
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,smash,0.056
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,clear,wrist smash,0.389
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,cross-court net shot,0.087
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,lob,0.087
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,net shot,0.565
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,push,0.261
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,cross-court net shot,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,return net,0.667
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,smash,0.333
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return drive,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,defensive return lob,wrist smash,1.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,defensive return drive,0.25
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,drive,0.25
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,return net,0.5
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drive,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,net shot,1.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,drop,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,back-court drive,0.071
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,clear,0.429
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,drop,0.19
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,smash,0.024
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,lob,wrist smash,0.286
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,cross-court net shot,0.1
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,lob,0.4
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,net shot,0.371
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,push,0.086
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,rush,0.043
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,net shot,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,back-court drive,0.08
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,clear,0.28
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,cross-court net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,drop,0.12
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,lob,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,net shot,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,push,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,return net,0.08
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,smash,0.24
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,push,wrist smash,0.2
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,clear,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,cross-court net shot,0.261
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,defensive return drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,drive,0.043
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,drop,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,lob,0.13
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,net shot,0.391
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,push,0.174
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,return net,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,rush,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,return net,wrist smash,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,rush,back-court drive,0.0
Kento MOMOTA,Kento_MOMOTA_Viktor_AXELSEN_Malaysia_Masters_2020_Finals,rush,clear,0.0
